Param_1,Param_2,Param_3,Param_4,Param_5,Evaluation,Purity,Recovery,TAC_CC,Capex_tot,Opex_tot,Variable_Opex,Fixed_Opex,TAC_Cryo,CO2_emission,C_compressor,C_cooler,C_membrane,C_expander,O_compressor,O_cooler,O_membrane,O_expander,O_heater,Penalty_purity,Penalty_CO2_emission
0.275049022661105,5.933363598448742,9.075773278927729,1.1792290967372903,3.931683421804734,65550184.27053338,0.8300255479934139,0.6406266053978408,24301883.61924793,64909592.393312976,20958849.297714762,17862828.703319404,3096020.594395358,97554.70186751724,292508.5545062684,44578891.50029432,9021495.19784709,13717970.126643335,11800096.640676253,14177692.95818577,5107226.678049083,2286328.354440556,-2583264.051912767,-1125155.235443238,11997445.200658608,29250855.450626843
0.5679749388703895,1.6031925951848078,5.2689464390841785,1.6764686828979396,6.577834699783816,62635623.2943759,0.7098943768139714,0.920323422846651,32139861.80377144,73274625.74134803,28378575.81483652,25084605.07129326,3293970.74354326,97554.70186751724,64851.99172001602,53082066.634996995,10990190.888499158,13589845.148582663,11652509.439291652,20217841.756527185,6348321.760032181,2264974.191430444,-2695983.172484138,-1050549.4642124148,24010562.318602856,6485199.172001602
0.427369758320284,5.270699189933416,4.772596886450012,1.9802612280768577,6.592268855000604,53356689.542842016,0.892463803375015,0.7588691038266414,27976450.06210324,68087948.39277197,24474497.940597124,21303264.72983057,3171233.2107665557,97554.70186751724,196266.19818240276,49917804.52444525,10819345.222711306,9445304.361379916,12810104.89306974,17967081.904856443,5999267.87172436,1574217.3935633192,-3037885.0707310378,-1199417.3695825147,5753619.662498499,19626619.818240277
0.7481158352154995,7.192392388066252,4.405952798896648,1.7014677491893944,5.776854920567609,54130161.4253218,0.9180915074567194,0.7364643317985899,29489077.255363505,71543224.3186548,25814361.337563246,22561362.4772866,3252998.8602766474,97554.70186751724,214502.34915630246,50939714.59658247,12225415.52331421,11830062.258968702,12209010.50267457,18593726.18394783,6125107.600047524,1971677.0431614502,-2941369.7958257236,-1187778.5540444858,3190849.2543280544,21450234.915630247
0.5326098964261234,3.8030977517873334,3.8620391246004893,0.7849805131618011,4.8381139298516285,68973853.54150903,0.8297839203237983,0.7033549758340684,32807106.138535578,84209841.72067729,28499059.350634195,24946317.656156085,3552741.6944781076,97554.70186751724,241451.3943535329,51120864.5578123,13369822.464957103,25905230.170462213,12247655.164151106,18381633.458361704,5971631.546371648,4317538.361743703,-2610683.3558857003,-1113802.354435272,12021607.967620162,24145139.43535329
0.35219161451470693,9.041635374896899,4.572928450819412,1.8501334024464142,5.648780186189549,62959400.108177036,0.9304397810855579,0.5521090895880624,24547723.80577458,64580340.67667594,21221152.070073266,18132922.888300408,3088229.1817728593,97554.70186751724,364556.54410958255,46105528.91451819,10184193.707368348,9396693.496336052,13030711.66237929,15480604.611531306,5409933.331974185,1566115.5827226753,-3066729.1664556153,-1257001.4714721444,1956021.891444204,36455654.41095825
0.8773583429596066,1.2057785253466777,4.037200699604913,1.2667307220649242,4.70049570932209,68579373.1105672,0.725593485804535,0.7858423806449834,28707566.06989081,70977955.48225974,25061113.593910303,21821491.25537811,3239622.3385321945,97554.70186751724,174311.5562112989,47864134.33893874,10321549.353992052,17764517.401412502,10564994.28493405,16787581.99927051,5616421.106137771,2960752.900235417,-2492912.7009884696,-1050352.0492771247,22440651.419546496,17431155.621129893
0.1093391591898647,3.933234795789676,3.786045048784989,1.7387122523573169,7.224093366762136,65496360.02737793,0.8694379377659601,0.6226890509178592,26729288.17698851,67678144.18635526,23247826.26580323,20086290.661777318,3161535.604025911,97554.70186751724,307108.6562698544,48246109.18815822,10460780.201344155,10512690.477538764,13273467.832154399,16929056.111219596,5693515.061494841,1752115.0795897942,-3056363.235137739,-1232032.355389177,8056206.223403984,30710865.62698544
0.7406915828513846,3.2691690863918303,9.865008590908483,1.8461427918061977,9.307408632782558,72404867.0524747,0.6491944555028335,0.9906638180626822,41564402.95888595,98563310.00428566,36441128.05493663,32548725.88699522,3892402.167941416,195109.4037350345,7599.096438721033,72675418.11789446,23482280.357310694,11908559.9553932,12072789.87405949,26823823.968845844,7654438.255283397,1984759.9925655334,-2866184.907449652,-1048111.4222499066,30080554.449716646,759909.6438721033
0.32554161167180073,2.7516490965617733,5.403251085576646,1.5043808053907408,5.940112385661556,55564143.81825501,0.7972758877829716,0.8680677472477989,29553232.43906998,70942776.75744767,25908538.89933008,22669749.030141838,3238789.869188242,97554.70186751724,107385.00157482202,50704418.10000203,10778993.084125923,12732835.157251973,12256069.608226188,18371878.426535152,6027398.83146451,2122139.192875329,-2754472.3536735913,-1097195.0670595604,15272411.22170283,10738500.157482201
0.26353229395690647,6.007443967273885,4.1380883203472365,1.2373285428585212,6.958086003909228,73153883.22010395,0.8613814571653186,0.5751676436413626,29713203.588831313,74610576.54371965,25885120.059777815,22559535.376447234,3325584.683330582,97554.70186751724,345788.25347804505,50916448.971288785,11731122.549828747,14820881.330711767,13474552.806509044,18441973.829808604,5952559.098108903,2470146.8884519613,-3061759.4714234537,-1243384.9684987771,8861854.28346814,34578825.3478045
0.9254845314407529,3.162883522000226,4.594261362234404,0.5634802748644752,4.166536812989242,71679154.16628024,0.7647468915568204,0.8392732620125397,40071643.441454686,99656122.67499074,34991282.60583763,31073020.11885665,3918262.4869809817,97554.70186751724,130821.99880507594,55203022.08286197,14866574.423604613,40843225.902557805,10558257.807184253,21085175.31650265,6497767.702721482,6807204.317092967,-2311556.981555742,-1005570.2359047087,18525310.844317954,13082199.880507594
0.7007476423851466,7.664083113600408,9.106595400409592,1.9736208353972011,7.480722558548453,51013789.20825529,0.8426222745182326,0.9238391342831603,34076975.47467274,79238673.02172492,29968709.77078522,26533605.81239912,3435103.958386099,146332.05280127586,61990.4118540581,62212220.268071756,12259442.428979078,9606793.855994271,12505746.689927071,22270187.343320668,6879180.788147239,1601132.3093323784,-3059750.8125739475,-1157143.8158272225,10737772.548176738,6199041.185405809
0.3206340270312733,8.610054296160616,5.844613662039695,1.084571490976229,5.554199667814606,61333549.64561114,0.8859729244169432,0.6872731694818062,29476739.32839909,74998944.359692,25629237.40854697,22294462.389219217,3334775.019327752,97554.70186751724,254541.02758906368,50465613.59420944,11711118.646410633,16052066.073170673,13187589.780679729,17861088.22312557,5929360.959587406,2675344.3455284457,-2970362.6025774525,-1200968.5364447536,6402707.558305676,25454102.75890637
0.6986538546022506,8.933757738861047,5.716065629875565,0.751596778730704,5.265650956414067,67243262.42309707,0.8515733477645239,0.7853609969972211,39930259.81452585,95482657.00381565,35058572.26246755,31239070.667129256,3819501.595338294,97554.70186751724,174703.3738502362,58428879.696421936,16030121.679271549,29305360.794634134,12619671.011387795,23267884.841166407,6997816.621798594,4884226.799105689,-2778575.7915654196,-1132281.8033760127,9842665.22354761,17470337.38502362
0.8114022144146323,1.0809393869343835,3.3958216770823366,1.7936095088151989,3.9170578793034676,78166666.0404204,0.7758236249149368,0.505832219291082,20526712.30320243,53627876.54240386,17796541.12514848,14967491.054649033,2829050.070499445,48777.35093375862,402223.1622871166,36902767.96067707,6097977.114023167,11788260.902698692,10578137.740927324,12086961.23692336,4618258.239805089,1964710.1504497821,-2555978.754920941,-1146459.8176082564,17417637.508506313,40222316.22871166
0.632345513422006,9.819500784766555,8.75752310859093,1.376052261659312,4.09485818273859,60097907.14548059,0.8918480095966959,0.6353974359178652,24606229.381117344,64583575.217006594,21279495.918399498,18191190.194464255,3088305.723935244,97554.70186751724,296764.7872403283,45362636.570113935,9499061.69271942,12268811.569663424,11590560.536853503,14671009.10029196,5258051.1322486345,2044801.9282772373,-2637152.9358642506,-1145519.0304893258,5815199.04033041,29676478.724032834
0.5331807658644846,2.2216013625511644,6.363667770280794,1.8421321384050102,3.811495162427059,80573879.88454492,0.759756219626765,0.4951704288094061,20459379.328704655,56217591.02544501,17550945.075564887,14660612.001538755,2890333.074026131,97554.70186751724,410901.22518516774,40397332.732711494,7630025.933049968,9605392.942668714,10891001.12961978,12161678.195026148,4581096.534677277,1600898.823778119,-2539209.4818052812,-1143852.0701375082,19024378.037323497,41090122.51851677
0.14140374841774517,9.484002695477235,5.752112456942051,0.9949846274779958,3.1897938139399717,75045104.58512898,0.911943219704792,0.3672945400382933,19740967.765551005,60279333.05506551,16629446.41093021,13642996.27351514,2986450.1374150706,97554.70186751724,514984.5879005718,37863620.956201926,8033978.639886983,15687251.539328132,11889768.430019502,10460210.534241762,4259070.634386959,2614541.9232213553,-2507343.6087856526,-1183483.209549284,3805678.029520798,51498458.79005718
0.7409121520593316,5.675286351453278,3.6225161278992792,1.5244394131749148,4.293541003638403,64119226.49856755,0.9233251061805033,0.5291252653489448,23125336.20461355,58151311.36702237,20168993.28532867,17232900.653139453,2936092.6321892175,48777.35093375862,383264.00912004337,40065393.91040709,6865962.336649986,12384225.157226477,11565187.565408401,13974097.688510254,5112330.730302465,2064037.5262044128,-2723437.9211712135,-1194127.3707064611,2667489.3819496613,38326400.91200434
0.11322014318603746,9.534344349107911,4.534003539189179,1.0949450158143716,3.3035677740809133,79626507.40533611,0.9211134477290585,0.28380650867392926,18443964.527904484,57798304.478323884,15456494.602120774,12528755.524945717,2927739.0771750566,97554.70186751724,582938.8765033748,36397361.65155995,7777113.64452373,14238886.170631645,12037126.583521098,9856781.926831245,4092770.8797879387,2373147.695105274,-2576696.3342626775,-1217248.6425160659,2888655.22709415,58293887.65033748
0.24594375185225814,7.6903663664779955,8.10691118187231,1.967905307611125,3.1472045356572016,79075175.98173064,0.8862299817462909,0.3081563839454883,16386221.430831201,50098486.82602563,13783742.387662403,11038211.795411333,2745530.592251071,97554.70186751724,563119.5272552854,35255315.52546418,6767177.213266102,7936980.536881838,11105689.090794336,9380551.99902992,3977295.4919968694,1322830.0894803063,-2456166.6572966725,-1186299.127799091,6377001.82537091,56311952.72552854
0.10465552101229392,1.9657232589976865,3.6828119506429045,0.990937184255317,3.1769720493856335,78526046.80913123,0.819150374412013,0.4466914776547843,20405063.63829751,60905724.70844598,17262222.701007694,14260949.631507028,3001273.0695006656,97554.70186751724,450360.2061203502,37667064.48388747,8363658.937387513,17067853.809529413,11139552.58098892,10560106.434314832,4266021.004431327,2844642.3015882354,-2296860.1567504453,-1112959.9520769191,13084962.558798697,45036020.61203502
0.5943364935318055,5.598274344084827,7.356765682035623,0.9456706632329772,5.226785393140241,58065185.951834634,0.8078861357649112,0.8818423444492818,34236469.601258725,81565419.50493897,30060643.924144253,26570479.836979378,3490164.087164876,97554.70186751724,96173.29927067032,54523537.84468135,12729535.770623121,19959993.26279998,12207213.076652162,20534532.448235445,6466249.83560871,3326665.5437999964,-2677034.559963885,-1079933.430700887,14211386.423508877,9617329.927067032
0.5763346250015422,5.549756865422294,3.832421232067416,1.651136057191164,3.704133740572999,74017837.73557904,0.920467557362968,0.3598656597094379,18961468.037255537,55867663.209431924,16070530.174916424,13188477.792728426,2882052.382187997,97554.70186751724,521031.25434620323,37977399.55183984,8296822.863325174,10380939.236509962,11442063.255792685,10955683.275420785,4357659.679161002,1730156.539418327,-2642048.483497459,-1212973.2177742296,2953244.263703192,52103125.43462032
0.14966741615434265,1.2324487404130564,4.693373240771248,1.3236545812874403,4.61241411161814,69524611.69446023,0.709964792530972,0.7712314487834386,26900692.432266902,67779815.98926844,23414146.930935964,20250205.365365915,3163941.5655700485,97554.70186751724,186203.98515290525,46401151.97979347,9468050.971392818,15404019.748104371,11343752.99746174,15784751.70458563,5410225.996967234,2567336.624684062,-2467661.5057221865,-1044447.4551488226,24003520.746902797,18620398.515290525
0.1766472525495163,6.367897760248988,4.750891646532468,1.9599307892594788,6.948106641090639,58767942.51872051,0.902208131107554,0.662792629160295,26542082.58836908,66645477.29863914,23112254.021569606,19975155.44677461,3137098.574794997,97554.70186751724,274466.73041106836,48655861.90598714,10321013.479228603,8877878.91983729,13379573.317670282,17107407.01290918,5784264.526377945,1479646.4866395483,-3149876.111036783,-1246286.4681152832,4779186.889244591,27446673.041106835
0.27762903719566046,4.78150850040129,7.414658825717843,0.7129769997706518,4.309721677375443,60983106.345983386,0.7932653006698531,0.8337463198923087,31777576.338381268,80797259.131257,27640158.6799509,24168172.339868836,3471986.340082066,97554.70186751724,135320.6007458743,50742660.733370095,11654904.46733244,23827047.165611442,12259355.118462794,17902177.455299534,5911321.777077182,3971174.527601907,-2553084.706854088,-1063416.7132556958,15673469.933014683,13532060.07458743
0.15689312085653273,7.999005822435473,5.417665240880378,1.4083094824603155,4.303994529119352,64658906.7187353,0.9158500308202386,0.51758367096319,21978091.79745563,61658610.629849225,18797606.564095654,15778517.202150904,3019089.361944752,97554.70186751724,392658.18003303534,42306903.80615712,8902432.47169546,11405203.598222416,12541284.340212509,13017136.845397025,4885058.271517113,1900867.2663704026,-2813247.4121364746,-1211297.7689971616,3414996.917976132,39265818.003303535
0.3021311231630941,9.104249781956451,4.4389514426029315,1.8084484081060705,3.0885171106365323,83052584.65423055,0.9302465837927342,0.19047695094486639,15186884.85026592,48902724.609499365,12644193.917923436,9926959.842764243,2717234.075159193,97554.70186751724,658903.5818323805,32845915.938885774,6739660.335235485,8730183.763573937,11291884.97579477,8441148.833879909,3731332.0650400845,1455030.6272623227,-2480377.3124840604,-1220174.3709340089,1975341.6207265784,65890358.18323805
0.2276097194324792,8.345130793711967,7.463616855493392,1.7278064531656803,5.966153903546529,51116533.16561499,0.8918644129803834,0.7818585932128351,27547562.255714085,68077632.19279793,24046125.94420667,20875136.8559963,3170989.0882103704,97554.70186751724,177554.12207939255,49779759.71973453,10528434.835065385,9651226.721683504,13020563.284928486,17540586.66181238,5932014.137852561,1608537.7869472506,-3016228.043712697,-1189773.6869031934,5813558.701961652,17755412.207939256
0.3735161276111204,3.3253844725699624,6.663435192485716,1.3336878562994339,4.624579031973058,61485583.82519003,0.7979297950220421,0.7577061968761598,26557289.804617144,67173919.10188688,23101039.147655282,19951435.52602823,3149603.6216270514,97554.70186751724,197212.735227771,47193810.969354205,9743579.862038687,13183574.226780793,11757481.510269111,15972888.834954858,5496890.6992931655,2197262.371130132,-2618370.237949313,-1097236.1414006138,15207020.497795787,19721273.5227771
0.04256132012374536,9.95953788427788,9.469090865456796,1.9109243421172242,5.783791458516804,49801728.80802159,0.8939631014003585,0.7825869807569679,26501913.15109207,66009297.30036011,23103893.584206548,19981849.572890826,3122044.011315722,97554.70186751724,176961.25796965373,49038100.11119712,10018801.737643737,8312676.231799271,13089308.259313993,16996522.944491044,5830171.246078039,1385446.0386332117,-3035835.3799175257,-1194455.2763939444,5603689.859964145,17696125.79696537
0.7303716551310818,8.813435653108304,7.632582811593716,1.8009511021193099,7.042196391976816,49755269.67905572,0.8756847174974085,0.8917977365122999,33516721.16450253,75379760.58617018,29650178.433326505,26306391.778815374,3343786.6545111313,97554.70186751724,88070.20264294044,56072956.848211795,12529273.921381915,10756298.087708078,12522037.023264458,21899722.223890953,6831186.453981566,1792716.3479513463,-3048868.828433553,-1168364.4185749367,7431528.250259145,8807020.264294043
0.8245316924972272,7.640923435430883,8.555504739293376,1.5720417803377291,8.943521591082005,62448463.05261935,0.7893539198268141,0.9619979655751384,43290715.60848831,94078585.02268101,38440454.30455298,34654178.668576255,3786275.635976724,146332.05280127586,30931.39426812464,71249663.632858,16465130.297381418,14269642.258402064,12688170.382528733,28492025.500235535,8045670.604956905,2378273.7097336776,-3113709.1210155813,-1148082.025334286,16064608.017318582,3093139.426812464
0.5515213197144218,7.486639615255298,8.339975579275258,1.9772290629205203,6.356024620462826,49904525.1803545,0.869058487397934,0.8482811034955703,29461358.724705763,69245871.95737201,25901510.424969647,22702876.110970397,3198634.3139992515,97554.70186751724,123490.15195442141,52027516.716538295,10892791.127937004,9001730.647872599,12481916.241144128,19107300.03625489,6251516.967909204,1500288.4413120998,-2990848.386878631,-1165380.9476271656,8094151.260206594,12349015.19544214
0.3899924754078521,7.859764170345082,6.650863656842613,1.5979010128638038,8.406790199086823,59430888.54625688,0.8535403458178983,0.8145093424523581,34687087.581889115,83589331.62656349,30361288.947759666,26823231.004148666,3538057.9436109983,146332.05280127586,150978.35546157593,62618585.86094506,13783733.979768852,11767340.160083178,13717571.156528303,22442353.71666855,6868563.751858871,1961223.360013863,-3228086.5030475575,-1220823.321345066,9645965.418210167,15097835.546157593
0.3536492143792802,5.638604777045841,6.1904627552085385,1.9505060378398362,8.582190132620156,54475717.881571606,0.8478642223328955,0.8600301269757498,32869425.504455946,79290598.49154328,28758563.527077504,25322230.804373626,3436332.7227038797,146332.05280127586,113927.14610405212,60813129.806032225,12690232.159076748,9718427.118629549,13425706.235427903,21398252.13648705,6682533.763413444,1619737.8531049248,-3179581.770975695,-1198711.1776561043,10213577.766710447,11392714.610405212
0.3823750616349577,8.701104620912176,6.876099843619694,1.77431548072451,9.629739639626969,61785425.81058611,0.8530850328002451,0.7971934607041881,35586683.82847616,84315964.91093387,31224553.530128196,27669300.536475856,3555252.993652339,146332.05280127586,165072.45262134456,64121348.65993406,13888980.475290911,10713112.672718832,14049484.35340435,23450524.38989169,7053717.964271809,1785518.778786472,-3365263.5336390035,-1255197.062835117,9691496.71997549,16507245.262134457
0.9646541886874307,5.039024974044273,5.839527242171,1.709269321929947,6.745102353735801,51374349.12933928,0.8437842724058595,0.9202060469110143,34258023.495345026,75932962.02511644,30363820.692221686,27006943.07885933,3356877.6133623556,97554.70186751724,64947.52874580209,56079672.81463664,12709174.828035805,12548367.305739831,11217649.455538396,22122954.495765712,6843105.168076461,2091394.5509566385,-2921635.1375677767,-1128875.9983717008,10621572.759414043,6494752.874580209
0.5777225469436914,7.208118718827639,5.718090244616715,0.6114602583256976,3.0586497432031194,72115542.08078106,0.8738688467269384,0.5349750363736369,26652162.387004115,76340995.0134451,22737557.934464343,19371024.628466178,3366533.305998165,97554.70186751724,378502.6436647079,42990144.870501645,10231222.164413506,28616444.138653956,11214405.590936199,13105275.622316273,4857084.003214309,4769407.356442326,-2269293.365217691,-1091448.988289039,7613115.327306152,37850264.36647079
0.23160692981714137,5.045600429415427,3.0897791117722324,1.9219992151058904,8.727558591682403,81794861.81560074,0.8698847556926191,0.4257835309109252,27045534.34496854,67026433.52672528,23596657.96676476,20450544.44378833,3146113.522976427,97554.70186751724,467378.03039894113,50439574.02325319,7554487.056809552,10101458.92942485,13603156.04761779,17559645.94191176,5707568.8622611165,1683576.488237475,-3192910.6761346012,-1307336.1724874186,8011524.430738082,46737803.03989411
0.23631270239583146,6.964701928427097,7.538639476775458,1.2331477681334237,4.556917522498571,56595883.46130672,0.8711020887495441,0.7211672304921768,26010764.417508505,67655551.21868181,22530432.1547069,19369431.190668013,3161000.9640388866,97554.70186751724,226953.2791875263,46849519.829626866,9942027.694611397,13273122.23427036,12400839.319727978,15573500.946610695,5479323.538443384,2212187.03904506,-2749203.6657310333,-1146376.6677000916,7889791.125045586,22695327.91875263
0.9688544292746007,6.755279102109251,7.4605692318629115,1.8422989357150392,6.180605188902536,50565408.25053553,0.8601574510019624,0.8769710872395723,31567332.078884546,71573765.45780402,27891089.104126826,24637367.518333353,3253721.5857934747,97554.70186751724,100138.21271847234,53790226.72720125,11728054.337964892,10651107.409376642,11072041.072694233,20381809.000857644,6500715.00273398,1775184.5682294404,-2885573.4244953627,-1134767.628992349,8984254.899803756,10013821.271847233
0.1953263116619881,6.799203311864597,7.783929770711831,1.4347721617188123,5.483627647972588,52436286.76284792,0.8634646518876545,0.8054463430487026,27947242.193932917,69383995.17864439,24380487.733133182,21178584.87122574,3201902.861907441,97554.70186751724,158355.09757680463,49683898.596585155,10541309.356658217,11562994.517449936,12784110.979157927,17406846.431272693,5886245.429151715,1927165.7529083227,-2888610.8179684454,-1153061.9241385409,8653534.811234543,15835509.757680463
0.3929976146363471,9.7484572345796,8.599558286668966,1.2529707611860221,5.889876733141707,52930725.308797956,0.8694211795237143,0.8379344928316746,31681675.537244815,75935408.1477475,27787350.427989922,24430414.929581624,3356935.498408297,97554.70186751724,131911.67723924576,53569010.74434191,12046211.774503544,13883452.062246647,13059171.40743521,19854069.923661575,6393730.802769942,2313908.677041108,-2968111.235446145,-1163183.2384448585,8057882.047628562,13191167.723924577
0.1823890955625892,6.32244531914312,3.026528548333164,1.585952871981839,8.042828251668944,89990181.06080066,0.8632494696567785,0.3207296836495936,26026567.064798687,67085681.41443616,22574728.29220936,19427212.727218144,3147515.5649912176,97554.70186751724,552885.6096167983,48693386.065540195,8012284.913771709,11482018.136763796,13583204.329460895,16522522.056069007,5436729.104609008,1913669.6894606326,-3127935.3536490854,-1317772.76927142,8675053.034322144,55288560.96167983
0.01841877421260152,3.3741059742300905,6.047126874681273,1.346057355878787,5.407148509833654,55258776.949192174,0.8133015384413744,0.8304302937334503,27786965.925287336,69213974.05056337,24228712.52089165,21030833.03895912,3197879.481932532,97554.70186751724,138019.64868042283,48820911.823563635,10271252.076084828,12775471.788804268,12497438.612079654,16995479.311135218,5757084.547890159,2129245.2981340447,-2743454.4992197435,-1107521.6189805588,13669846.155862553,13801964.868042283
0.3235719845490098,6.256910604843433,9.48609270204144,1.9403055601497097,7.33931592948982,50953783.399783656,0.8206687833653367,0.9245900817498935,31882743.20531598,72380638.08105092,28166156.59939592,24893341.17984593,3272815.419549989,97554.70186751724,61379.18531001344,54837939.98624651,11326925.618543021,9105153.881264731,12954908.982391357,20963155.14287135,6598883.303894587,1517525.646877455,-3038151.7293398203,-1148071.1844576441,12933121.663466329,6137918.531001344
0.15272122358016282,5.266094681103302,9.203012850435076,1.2903039062138668,6.136309697818577,54318340.58675542,0.7892089145145967,0.9238577228350517,32041703.850300416,75081652.51608296,28190066.52262875,24853334.297488164,3336732.2251405874,97554.70186751724,61975.281879146794,53978780.666000694,11530459.252725532,13144198.200849205,12863763.139503757,20203730.631908163,6411406.99194297,2190699.700141534,-2850593.5048881522,-1101909.5216163532,16079108.548540322,6197528.18791468
0.41607144111746275,4.1865245034819525,6.732792911810932,1.5782114888111454,6.247691126525182,53351020.45794776,0.8164282283196456,0.883762919236004,30532836.7198671,71900167.54081489,26840273.64095884,23578828.076272994,3261445.5646858434,97554.70186751724,94610.0657004523,52350500.452247754,11137227.380850539,11696086.781695103,12455467.192233592,19352207.977800615,6250291.765766648,1949347.7969491838,-2854737.769190741,-1118281.6950527148,13357177.168035438,9461006.570045229
